id,text,target
2867,tips that finding customers ego drought qs by us,0
2868,blow rain needed drought conditions worsen now charlotte much the surrounding have,1
2869,weed news marijuana making california drought worse christian science monitor,1
2870,drought monitor moderate worse drought of conti usa people,1
2871,pretty neat webster get latest drought conditions your,1
2872,pizza drought over just anymore,0
2873,drought real,1
2874,michael sos california in drought are gonna about issue you to president attitude wont with,1
2875,karina garcia to amp both amp ill dam any that drought bud,0
2876,these californians like living africa sahel desert finding water daily chore,1
2877,record hurricane drought united has nt hit major hurricane the nine and seems that,1
2878,rain drops falling rock hill anderson road rain cw drought,0
2879,california meets drought fuelled fire season extra crews articles,1
2880,moderate drought spreading rapidly central ga macon warner robins dublin mill edge ville ga,1
2881,it drought as hj,1
2882,gaa by got purple activist thought was drought,1
2883,happily support my drought project bringing awareness the la drought track water,1
2884,california burning gov drought wildfire,1
2885,ll talk news record hurricane drought united has nt hit major hurricane,1
2886,an eerie of revealing our history our fate ca drought lake isabella panza,0
2887,mane not raiders fan in drought they need go lol,0
2888,pot us until drown water entering lungs being alive caused great country fall shit you re pussy,0
2889,kari job her band killed tonight was loud to drown the tambourine me cody barnes ages,1
2890,gecko chill in my garden ended helping out suspected might drown,0
2891,save from self dont me drown,0
2892,all carry things inside no else see hold down anchors drown out sea,0
2893,now playing porcupine tree drown me live listen live,0
2894,you low key know gonna drown school year,0
2895,ch rom sucks dont drown,0
2896,throw water drown my words choke me,0
2897,down drown cant swim,0
2898,days drown my tears dont it me,0
2899,cameron pigdon cant drown demons know to swim,0
2900,grayson dolan if let drown,0
2901,williams ill drown in river walk,0
2902,your moss annoying you your beats pill the up drown out,0
2903,ev me wanna drown he an idiot,0
2904,court new mo this detroit nights be acting try na fuck drown mfs loose buffs the water,0
2905,jasmine herta hope drown,0
2906,cant drown demons know to swim,1
2907,gonna drown in mustard lemon pepper,0
2908,parents dont in dream sad,0
2909,older native australians that oceans created urine an angry god tried drown the world,0
2910,one told you drown by drinking much water,0
2911,real nigra hold down supposed drown,0
2912,keep drown insults out feel devote pride ten fold action with re pro cuss ions set birth retroactive,0
2913,am girl tv sadly her music to drown the noise her family fighting literally day,0
2914,dont for second out drown memory baby in worth whiskey,0
2915,weekend me nathan birthday weekend if want drown in beer reckless and die hm,0
2916,are some reports flooding jonesboro school use caution driving the area around dont drown,1
2917,drown bring the horizon information resources centre utp,0
2918,to drown sorrows sad music brb,0
2919,kes six isha collins we send all then drown in the all the kidney beans and sorbet isha,0
2920,merida tears drowned the terrible taste natal steak cheese to cheer me up,0
2921,lev you lev indeed you what happened ben lev drowned how lev his father clever bot,0
2922,wwf mom drowned child,1
2923,hundreds feared drowned migrant boat capsized libya,1
2924,sadly save humanity ursula drowned the drool photos hog goth at she sort died what she loved,1
2925,drowned the kiddie pool lost plop by,0
2926,jacksonville family bands as memorial planned toddler florida,0
2927,future america game gate,0
2928,stephen georg hey stephen remember time drowned the yellows read,0
2929,abc news peter dutton mp also told you noone drowned the years amp under labor lets mention that,0
2930,and different na fanfiction trixie drowned page shi awesome proxies watt pad promo,0
2931,dw hundreds feared drowned migrant boat capsized libya hundreds migrants,1
2932,dw english hundreds feared drowned migrant boat capsized libya ufo blow europe,1
2933,the lake dead fish poor guy wonder happened ashley dk it drowned wwf,0
2934,god come bugs have nt drowned of existence time rains,0
2935,jacksonville family bands as memorial planned toddler florida,0
2936,migrants drown sea boat capsized libya,1
2937,pussy deep could ve drowned,0
2938,vi sting georgina the drowned rat cafe awful view,1
2939,logic drowned in emotion its gotta surface some point,0
2940,its danie no ooo almost drowned once tho,0
2941,toddler drowned bath mum left to fetch pyjamas,1
2942,pick off ground swam drowned hit bottom hard bounced suffice time is different,1
2943,you uplifting spirit im drowned you ve an anchor,0
2944,want see austin pear cy bad not funny will cry drowned in kisses do,0
2945,jacksonville family bands as memorial planned,1
2946,hundreds feared drowned another mediterranean asylum seeker boat sinking,1
2947,got drowned times the damn game,1
2948,tons cocaine worth dollars drowned alameda now american drought coke,1
2949,nights favorite question why single bitch dont pussy wet drowned nigra,0
2950,best about is drowned the call the guy angry he had nt tracking number,0
2951,hundreds feared drowned migrant boat capsized libya,1
2952,today fell rock scraped whole butt nearly drowned summer,0
2953,hundreds migrants feared drowned libya migrants stand to tent camp set calais,1
2954,hope drowned ee sterling,0
2955,dinosaur dracula remorse missing pam drowned with guys like jason vi outfit,0
2956,the coalitions fondness backing style totalitarianism surprise have nt copied,0
2957,jan ie the kill jack closed sketch book biting lip his mask doing good how re,0
2958,forever drowning my feelings,0
2959,drowning girl caitlin kiernan centipede press signed numbered limited re,0
2960,drowning girl caitlin kiernan centipede press signed numbered limited re,0
2961,grace is your storm know bicycles fences trees fly well idiots drowning go swollen rivers,1
2962,london drowning iii live the rive ieee er,1
2963,family mourns drowning superhero toddler rare epilepsy bradley die bold suffered hundreds epileptic,0
2964,are drowning low self image the quiz,0
2965,explanation that request much provided you get job but constantly drowning work,0
2966,drowning acrylic,1
2967,drowning girl caitlin kiernan centipede press signed numbered limited re,0
2968,icy mi an nou cement al jackson,0
2969,je ess ethereal yeah have drowning send medic,1
2970,la but if drowning,0
2971,hey im be ey like fire my skin im drowning within,1
2972,dont dare play victim ive drowning years,0
2973,will stay drowning till watch nash new video,0
2974,sometimes even breathe feel drowning cant deal my fear anxiety problems,0
